external_id,name,category_raw,address_clean,postcode_digits,city_market,lat,lon,website_norm,phones_e164,emails_final_clean,facebook_url_final_clean_best,instagram_url_final_clean_best,whatsapp_url_final_clean_best,youtube_url_final_clean_best,tiktok_url_final_clean_best,linkedin_url_final_clean_best,telegram_url_final_clean_best,twitter_url_final_clean_best,pinterest_url_final_clean_best,google_maps_url,open_status_norm,working_hours
ChIJz1PbY03lukARcbGWYfNV2ZE,Sfera Paul Academy,Salon de înfrumusețare,"Strada Primăverii 43, Constanta",900635,Constanța,44.197329,28.6372846,,+40799261806,,,,,,,,,,,https://www.google.com/maps/place/Sfera+Paul+Academy/data=!4m7!3m6!1s0x40bae54d63db53cf:0x91d955f36196b171!8m2!3d44.197329!4d28.6372846!16s%2Fg%2F11hcj4h4wr!19sChIJz1PbY03lukARcbGWYfNV2ZE?authuser=0&hl=ru&rclk=1,unspecified,
ChIJUyJRpWX7ukARvru0Zke9mH8,Noir by Fadileh,Salon de înfrumusețare,"Bulevardul Alexandru Lăpușneanu 113, Constanta",900001,Constanța,44.1957207,28.6317104,https://noirbyfadileh.ro/,+40737279932,contact@noirbyfadileh.ro,https://www.facebook.com/profile.php?id=100093856223411,https://www.instagram.com/elenalabes,,,,,,,,https://www.google.com/maps/place/Noir+by+Fadileh/data=!4m7!3m6!1s0x40bafb65a5512253:0x7f98bd4766b4bbbe!8m2!3d44.1957207!4d28.6317104!16s%2Fg%2F11v3kwz5mx!19sChIJUyJRpWX7ukARvru0Zke9mH8?authuser=0&hl=ru&rclk=1,open,sâmbătă: 10–18; duminică: Închis; luni: Închis; marți: 10–18; miercuri: 10–18; joi: 10–18; vineri: 10–18
ChIJE10BiPX7ukARhRG-IMH2CHs,Urban Miuz Beauty Studio,Salon de înfrumusețare,"Bulevardul Mamaia 268, Constanta",900001,Constanța,44.2071598,28.6438477,https://www.urbanmiuz.com/,+40725383126,contact@urbanmiuz.com,,,,,,,,,,https://www.google.com/maps/place/Urban+Miuz+Beauty+Studio/data=!4m7!3m6!1s0x40bafbf588015d13:0x7b08f6c120be1185!8m2!3d44.2071598!4d28.6438477!16s%2Fg%2F11vk6qxxgs!19sChIJE10BiPX7ukARhRG-IMH2CHs?authuser=0&hl=ru&rclk=1,open,sâmbătă: 08–18; duminică: 08–14; luni: Închis; marți: 09–18; miercuri: 09–18; joi: 09–18; vineri: 09–21
ChIJ13Ub3T7lukARe222WWFEebI,Freestyle by Liviu,Coafor,"Strada Ștefan cel Mare 128A, Constanta",900178,Constanța,44.1728015,28.6374799,https://raywellromania.ro/,+40724492326,office@raywellromania.ro,,,,,,,,,,https://www.google.com/maps/place/Freestyle+by+Liviu/data=!4m7!3m6!1s0x40bae53edd1b75d7:0xb279446159b66d7b!8m2!3d44.1728015!4d28.6374799!16s%2Fg%2F11f4_j0rqs!19sChIJ13Ub3T7lukARe222WWFEebI?authuser=0&hl=ru&rclk=1,open,sâmbătă: 09–16; duminică: 09–16; luni: 08–20:30; marți: 08–20:30; miercuri: 08–20:30; joi: 08–20:30; vineri: 08–20:30
ChIJqyznxpnlukARdzi7n5UIPWM,Studio 4,Salon de înfrumusețare,"Bulevardul Ferdinand 50, Constanta",900178,Constanța,44.176213,28.6464296,https://www.studio4.ro/,+40741114111,,https://www.facebook.com/profile.php?id=100087999496780,https://www.instagram.com/studio4constanta,,,,,,,,https://www.google.com/maps/place/Studio+4/data=!4m7!3m6!1s0x40bae599c6e72cab:0x633d08959fbb3877!8m2!3d44.176213!4d28.6464296!16s%2Fg%2F11k9kfn9s9!19sChIJqyznxpnlukARdzi7n5UIPWM?authuser=0&hl=ru&rclk=1,open,sâmbătă: 10–18; duminică: Închis; luni: 10–18; marți: 10–18; miercuri: 10–18; joi: 10–18; vineri: 10–18
ChIJ-36-zfH7ukAR6zu9PpRZvIA,Extensii Par Natural Constanta by Grooming Salon,Salon de înfrumusețare,"Strada Ion Rațiu 133A, Constanta",900628,Constanța,44.1930379,28.6395797,,+40738775963,,https://www.facebook.com/profile.php?id=100043509863052,,,,,,,,,https://www.google.com/maps/place/Extensii+Par+Natural+Constanta+by+Grooming+Salon/data=!4m7!3m6!1s0x40bafbf1cdbe7efb:0x80bc59943ebd3beb!8m2!3d44.1930379!4d28.6395797!16s%2Fg%2F11jn3yz2bv!19sChIJ-36-zfH7ukAR6zu9PpRZvIA?authuser=0&hl=ru&rclk=1,open,sâmbătă: 09–22; duminică: Închis; luni: 09–22; marți: 09–22; miercuri: 09–22; joi: 09–22; vineri: 09–22
ChIJ5WVuGGTlukARBgenV6imBWM,Salon Danyela - Ucraina,Salon de înfrumusețare,"parter Vis a vis de Camera de Comert, Banca Religiilor, Strada Suceava 7, Constanta",900178,Constanța,44.2104554,28.6274242,,,,,,,,,,,,,https://www.google.com/maps/place/Salon+Danyela+-+Ucraina/data=!4m7!3m6!1s0x40bae564186e65e5:0x6305a6a857a70706!8m2!3d44.2104554!4d28.6274242!16s%2Fg%2F11gcyp4l31!19sChIJ5WVuGGTlukARBgenV6imBWM?authuser=0&hl=ru&rclk=1,open,sâmbătă: 08–17; duminică: 10–12; luni: 10–19; marți: 10–19; miercuri: 10–19; joi: 10–19; vineri: 10–19
ChIJX1e8MK36ukARDlAnTbLvyeg,Ines Beauty Salon România,Salon de înfrumusețare,"Bulevardul Alexandru Lăpușneanu 95, Constanta",900396,Constanța,44.1910186,28.6330378,,+40241553993,,,,,,,,,,,https://www.google.com/maps/place/Ines+Beauty+Salon+Rom%C3%A2nia/data=!4m7!3m6!1s0x40bafaad30bc575f:0xe8c9efb24d27500e!8m2!3d44.1910186!4d28.6330378!16s%2Fg%2F1hc433gs3!19sChIJX1e8MK36ukARDlAnTbLvyeg?authuser=0&hl=ru&rclk=1,open,sâmbătă: 10–19; duminică: Închis; luni: 10–19; marți: 10–19; miercuri: 10–19; joi: 10–19; vineri: Închis
ChIJpZUh7kj7ukAR9VcysrO-2Ng,"Exclusive Hair & Beauty, Cristina Pîndaru",Salon de înfrumusețare,"Strada Ioan Borcea 10, Constanta",900396,Constanța,44.2015907,28.6486612,,+40735683743,,https://www.facebook.com/PandaruCristinaExclusiveHairBeauty,,,,,,,,,"https://www.google.com/maps/place/Exclusive+Hair+%26+Beauty,+Cristina+P%C3%AEndaru/data=!4m7!3m6!1s0x40bafb48ee2195a5:0xd8d8beb3b23257f5!8m2!3d44.2015907!4d28.6486612!16s%2Fg%2F11rq9hz6zh!19sChIJpZUh7kj7ukAR9VcysrO-2Ng?authuser=0&hl=ru&rclk=1",open,sâmbătă: 10–19; duminică: Închis; luni: 10–19; marți: 10–19; miercuri: 10–19; joi: 10–19; vineri: 10–19
ChIJ7RHgyUXlukARLEg3bDteblE,Beauty Land,Salon de manichiură,"Strada Poporului 152, Constanta",900178,Constanța,44.1790934,28.6294503,https://www.beauty-land.ro/,+40737479275,programari@beauty-land.ro,https://www.facebook.com/BeautyLandConstanta,,,,,,,,,https://www.google.com/maps/place/Beauty+Land/data=!4m7!3m6!1s0x40bae545c9e011ed:0x516e5e3b6c37482c!8m2!3d44.1790934!4d28.6294503!16s%2Fg%2F1tj48z_s!19sChIJ7RHgyUXlukARLEg3bDteblE?authuser=0&hl=ru&rclk=1,open,sâmbătă: 09–17; duminică: Închis; luni: 10–18; marți: 10–18; miercuri: 10–18; joi: 10–18; vineri: 10–18
ChIJl9et1DDlukAR9ZqQHU0-hUs,80's Studio,Coafor,"Strada Siretului 21, Constanta",900178,Constanța,44.1798462,28.6466964,,+40724361965,,,,,,,,,,,https://www.google.com/maps/place/80%27s+Studio/data=!4m7!3m6!1s0x40bae530d4add797:0x4b853e4d1d909af5!8m2!3d44.1798462!4d28.6466964!16s%2Fg%2F12qh26xxw!19sChIJl9et1DDlukAR9ZqQHU0-hUs?authuser=0&hl=ru&rclk=1,open,sâmbătă: 10–17; duminică: Închis; luni: Închis; marți: 10–19; miercuri: 10–19; joi: 10–19; vineri: 10–19
ChIJVZdE0XDlukARr7BHxugVUco,Nicoleta Iurov Studio,Coafor,"Strada Mircea cel Bătrân 47, Constanta",900178,Constanța,44.178744,28.6538757,,+40745864242,,,,,,,,,,,https://www.google.com/maps/place/Nicoleta+Iurov+Studio/data=!4m7!3m6!1s0x40bae570d1449755:0xca5115e8c647b0af!8m2!3d44.178744!4d28.6538757!16s%2Fg%2F11gtspnlv6!19sChIJVZdE0XDlukARr7BHxugVUco?authuser=0&hl=ru&rclk=1,open,sâmbătă: 08–16; duminică: Închis; luni: Închis; marți: 10–19; miercuri: 10–19; joi: 10–19; vineri: 10–19
ChIJb9bk1iflukARtmx2kPC5NrU,Choco Cafe Kebab.,Salon de înfrumusețare,"Jud Constanta com.Cumpana Șoseaua Constantei nr1 E, Cumpăna",907105,Constanța,44.1198298,28.5704931,,+40771151774,,,,,,,,,,,https://www.google.com/maps/place/Choco+Cafe+Kebab./data=!4m7!3m6!1s0x40bae527d6e4d66f:0xb536b9f090766cb6!8m2!3d44.1198298!4d28.5704931!16s%2Fg%2F11fy_6574s!19sChIJb9bk1iflukARtmx2kPC5NrU?authuser=0&hl=ru&rclk=1,open,sâmbătă: 11–19; duminică: Închis; luni: 11–19; marți: 11–19; miercuri: 11–19; joi: 11–19; vineri: 11–19
ChIJ_dSui6blukARkQ_OFxzFFV4,YRA MOON Beauty Salon,Salon de înfrumusețare,"Strada Arcului 10, Constanta",900007,Constanța,44.1472321,28.6236971,,+40773893375,,,,,,,,,,,https://www.google.com/maps/place/YRA+MOON+Beauty+Salon/data=!4m7!3m6!1s0x40bae5a68baed4fd:0x5e15c51c17ce0f91!8m2!3d44.1472321!4d28.6236971!16s%2Fg%2F11sj6vlxn9!19sChIJ_dSui6blukARkQ_OFxzFFV4?authuser=0&hl=ru&rclk=1,open,sâmbătă: 09–17; duminică: Închis; luni: 08–19; marți: 08–19; miercuri: 08–19; joi: 08–19; vineri: 08–19
ChIJa3wZc6flukARf0w8aIj6BTU,Princess Style,Salon de înfrumusețare,"Bd. Vlaicu Aurel, 5, bloc c1, sc. D, Constanta",900007,Constanța,44.150927,28.6234848,,+40729796900,,,,,,,,,,,https://www.google.com/maps/place/Princess+Style/data=!4m7!3m6!1s0x40bae5a773197c6b:0x3505fa88683c4c7f!8m2!3d44.150927!4d28.6234848!16s%2Fg%2F1hc3059gw!19sChIJa3wZc6flukARf0w8aIj6BTU?authuser=0&hl=ru&rclk=1,open,sâmbătă: 09–19; duminică: 09–13; luni: 09–19; marți: 09–19; miercuri: 09–19; joi: 09–19; vineri: 09–19
ChIJKeAMb_nxukAR8-olDfpUX98,Andra Style,Coafor,"Strada Suceava 4, Constanta",900001,Constanța,44.2084909,28.626098,,+40736484660,,,,,,,,,,,https://www.google.com/maps/place/Andra+Style/data=!4m7!3m6!1s0x40baf1f96f0ce029:0xdf5f54fa0d25eaf3!8m2!3d44.2084909!4d28.626098!16s%2Fg%2F11v9kmjqm0!19sChIJKeAMb_nxukAR8-olDfpUX98?authuser=0&hl=ru&rclk=1,unspecified,
ChIJl-8vclvlukARHri8i3XR1dI,Beauty Salon East Coast,Salon de înfrumusețare,"Strada Dragoș Vodă 11, Constanta",900178,Constanța,44.1776557,28.653487,,+40728817585,,,,,,,,,,,https://www.google.com/maps/place/Beauty+Salon+East+Coast/data=!4m7!3m6!1s0x40bae55b722fef97:0xd2d5d1758bbcb81e!8m2!3d44.1776557!4d28.653487!16s%2Fg%2F11xlyy0cly!19sChIJl-8vclvlukARHri8i3XR1dI?authuser=0&hl=ru&rclk=1,open,sâmbătă: 10–19; duminică: 10–14; luni: 10–19; marți: 10–19; miercuri: 10–19; joi: 10–19; vineri: 10–19
ChIJU3PMIBnlukARwjxH_yxJ05M,HAIR ROOM - BEAUTY SALON,Coafor,"Bulevardul Ferdinand 56, Constanta",900178,Constanța,44.1754045,28.6449271,,+40742129343,,,,,,,,,,,https://www.google.com/maps/place/HAIR+ROOM+-+BEAUTY+SALON/data=!4m7!3m6!1s0x40bae51920cc7353:0x93d3492cff473cc2!8m2!3d44.1754045!4d28.6449271!16s%2Fg%2F11vdwvqkm0!19sChIJU3PMIBnlukARwjxH_yxJ05M?authuser=0&hl=ru&rclk=1,open,sâmbătă: 10–15; duminică: Închis; luni: 10–18; marți: 10–18; miercuri: 10–18; joi: 10–18; vineri: 10–18
ChIJUdHaCYP7ukAR1ABU5pxjF4c,Venus Beauty Salon,Salon de înfrumusețare,"Strada Ion Rațiu 109, Constanta",900628,Constanța,44.1945118,28.6431609,,+40773952907,,,,,,,,,,,https://www.google.com/maps/place/Venus+Beauty+Salon/data=!4m7!3m6!1s0x40bafb8309dad151:0x8717639ce65400d4!8m2!3d44.1945118!4d28.6431609!16s%2Fg%2F11vjplzqyt!19sChIJUdHaCYP7ukAR1ABU5pxjF4c?authuser=0&hl=ru&rclk=1,open,sâmbătă: 10–19; duminică: Închis; luni: Închis; marți: 10–19; miercuri: 10–19; joi: 10–19; vineri: 10–19
ChIJ1_iLtij7ukARBMlTCGv7eks,Salon Vicky Style,Salon de înfrumusețare,"Bulevardul Alexandru Lăpușneanu 159, Constanta",900400,Constanța,44.1987239,28.6309434,,+40765997112,,,,,,,,,,,https://www.google.com/maps/place/Salon+Vicky+Style/data=!4m7!3m6!1s0x40bafb28b68bf8d7:0x4b7afb6b0853c904!8m2!3d44.1987239!4d28.6309434!16s%2Fg%2F11s38nz5j0!19sChIJ1_iLtij7ukARBMlTCGv7eks?authuser=0&hl=ru&rclk=1,open,sâmbătă: 10:15–19:04; duminică: Închis; luni: 10:15–19:04; marți: Închis; miercuri: 10:15–19:04; joi: 10:15–19:04; vineri: 10:15–19:04
ChIJFZpH07z6ukARh3QEk3NDOXM,Salon Coafura,Salon de înfrumusețare,"Strada Unirii, Constanta",900560,Constanța,44.2026178,28.6494308,,,,,,,,,,,,,https://www.google.com/maps/place/Salon+Coafura/data=!4m7!3m6!1s0x40bafabcd3479a15:0x7339437393047487!8m2!3d44.2026178!4d28.6494308!16s%2Fg%2F1tdqs0t_!19sChIJFZpH07z6ukARh3QEk3NDOXM?authuser=0&hl=ru&rclk=1,open,sâmbătă: 08–16; duminică: 08–16; luni: 09–19; marți: 09–19; miercuri: 09–19; joi: 09–19; vineri: 09–19
ChIJL01w01vlukARubrQHCA9Oyg,Ege Studio,Salon de înfrumusețare,"Strada Biruinței 132, Constanta",900279,Constanța,44.1812957,28.6201735,,+40726999063,,,,,,,,,,,https://www.google.com/maps/place/Ege+Studio/data=!4m7!3m6!1s0x40bae55bd3704d2f:0x283b3d201cd0bab9!8m2!3d44.1812957!4d28.6201735!16s%2Fg%2F1hc2j4y1h!19sChIJL01w01vlukARubrQHCA9Oyg?authuser=0&hl=ru&rclk=1,open,sâmbătă: 09–18; duminică: Închis; luni: Închis; marți: 10–19; miercuri: 10–19; joi: 10–19; vineri: 10–19
ChIJcyGCu-jlukARl6YMQEEbf-I,Moon Salon Constanta,Salon de înfrumusețare,"Str. Mihai Viteazu 42, Constanta",900178,Constanța,44.1802682,28.6442981,,,,,,,,,,,,,https://www.google.com/maps/place/Moon+Salon+Constanta/data=!4m7!3m6!1s0x40bae5e8bb822173:0xe27f1b41400ca697!8m2!3d44.1802682!4d28.6442981!16s%2Fg%2F11t4f24f72!19sChIJcyGCu-jlukARl6YMQEEbf-I?authuser=0&hl=ru&rclk=1,open,sâmbătă: 08–20; duminică: Închis; luni: 08–20; marți: 08–20; miercuri: 08–20; joi: 08–20; vineri: 08–20
ChIJ7w3z3s7lukARbqSiRFG-UmE,Bigudiu Hair Studio,Coafor,"Bulevardul Tomis 67, Constanta",000000,Constanța,44.1794408,28.6506188,,+40767275289,,,,,,,,,,,https://www.google.com/maps/place/Bigudiu+Hair+Studio/data=!4m7!3m6!1s0x40bae5cedef30def:0x6152be5144a2a46e!8m2!3d44.1794408!4d28.6506188!16s%2Fg%2F11sf37d4k_!19sChIJ7w3z3s7lukARbqSiRFG-UmE?authuser=0&hl=ru&rclk=1,open,sâmbătă: 10–17; duminică: Închis; luni: 10–18; marți: 10–18; miercuri: 10–18; joi: 10–18; vineri: 10–18
ChIJ13cSyzflukARwLwSVAAHyKc,Infinity Studio Constanta,Salon de înfrumusețare,"Centru, Strada Miron Costin 54, Constanta",900178,Constanța,44.1811206,28.6439239,,+40241660184,,,,,,,,,,,https://www.google.com/maps/place/Infinity+Studio+Constanta/data=!4m7!3m6!1s0x40bae537cb1277d7:0xa7c807005412bcc0!8m2!3d44.1811206!4d28.6439239!16s%2Fg%2F1hc6crcyp!19sChIJ13cSyzflukARwLwSVAAHyKc?authuser=0&hl=ru&rclk=1,open,sâmbătă: 08–20; duminică: Închis; luni: 08–20; marți: 08–20; miercuri: 08–20; joi: 08–20; vineri: 08–20
ChIJOWEUmOL7ukARIDfDoyD2u0I,Hair Stylist & Make-up Artist Diana Bicu,Salon de înfrumusețare,"Strada Pescăruș nr 49, Constanta",900534,Constanța,44.1991488,28.6490935,,+40721223188,,,,,,,,,,,https://www.google.com/maps/place/Hair+Stylist+%26+Make-up+Artist+Diana+Bicu/data=!4m7!3m6!1s0x40bafbe298146139:0x42bbf620a3c33720!8m2!3d44.1991488!4d28.6490935!16s%2Fg%2F11hyxf9m29!19sChIJOWEUmOL7ukARIDfDoyD2u0I?authuser=0&hl=ru&rclk=1,open,sâmbătă: 09–19; duminică: 09–19; luni: 09–19; marți: 09–19; miercuri: 09–19; joi: 09–19; vineri: 09–19
ChIJp-fsTKj6ukAR6Q3WcAGzTW4,Perfect Style,Salon de înfrumusețare,"Bl LT3, Bulevardul Tomis nr.308, Constanta",900407,Constanța,44.1983307,28.6307869,https://perfectstyle.ro/,+40727833446,,https://www.facebook.com/New-Perfect-Style-2052254961730849,https://www.instagram.com/new_perfect_style,,,,,,,,https://www.google.com/maps/place/Perfect+Style/data=!4m7!3m6!1s0x40bafaa84cece7a7:0x6e4db30170d60de9!8m2!3d44.1983307!4d28.6307869!16s%2Fg%2F11c5r4yq0c!19sChIJp-fsTKj6ukAR6Q3WcAGzTW4?authuser=0&hl=ru&rclk=1,open,sâmbătă: 09–18; duminică: Închis; luni: Închis; marți: 10–19; miercuri: 10–19; joi: 10–19; vineri: 10–19
ChIJn9k-86n6ukARvKtUtvBMqAc,Salon beauty art by darius,Salon de înfrumusețare,"Bulevardul Alexandru Lăpușneanu 81D, Constanta",900178,Constanța,44.1824303,28.6360514,,+40341171861,,,,,,,,,,,https://www.google.com/maps/place/Salon+beauty+art+by+darius/data=!4m7!3m6!1s0x40bafaa9f33ed99f:0x7a84cf0b654abbc!8m2!3d44.1824303!4d28.6360514!16s%2Fg%2F11f3sj80p8!19sChIJn9k-86n6ukARvKtUtvBMqAc?authuser=0&hl=ru&rclk=1,open,sâmbătă: 10–20; duminică: Închis; luni: Închis; marți: 10–20; miercuri: 10–20; joi: 10–20; vineri: 10–20
ChIJtQSKWQnwukARN8tTX1dLgoc,New Perfect Style,Salon de înfrumusețare,"Bulevardul Alexandru Lăpușneanu, Constanta",900419,Constanța,44.2056986,28.6292971,,+40770603611,,,,,,,,,,,https://www.google.com/maps/place/New+Perfect+Style/data=!4m7!3m6!1s0x40baf009598a04b5:0x87824b575f53cb37!8m2!3d44.2056986!4d28.6292971!16s%2Fg%2F11gg65n0hr!19sChIJtQSKWQnwukARN8tTX1dLgoc?authuser=0&hl=ru&rclk=1,open,sâmbătă: 09–18; duminică: Închis; luni: 10–19; marți: 10–19; miercuri: 10–19; joi: 10–19; vineri: 10–19
ChIJL1Km237xukARrQ-Jw6onZn4,Costy Scutariu - Hairstylist,Coafor,"334 Bl, Bulevardul Tomis, Constanta",900514,Constanța,44.2040978,28.6220082,,+40720933562,,,,,,,,,,,https://www.google.com/maps/place/Costy+Scutariu+-+Hairstylist/data=!4m7!3m6!1s0x40baf17edba6522f:0x7e6627aac3890fad!8m2!3d44.2040978!4d28.6220082!16s%2Fg%2F11glyc2lrj!19sChIJL1Km237xukARrQ-Jw6onZn4?authuser=0&hl=ru&rclk=1,open,sâmbătă: 10–18; duminică: Închis; luni: Închis; marți: 10–18; miercuri: 10–18; joi: 10–18; vineri: 10–18
